Join_Count,TARGET_FID,JOIN_FID,Shape_Leng,ZipCode,City,Pop2018,FYpop,Pop2019,STATE,COUNTY,LOCATION,SPL_THEMES,RPL_THEMES,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,Shape_Length_1,Shape_Area_1
1,88,699,33667.91318,77090,Houston,37130,40406,36889,TEXAS,Harris,"Census Tract 5503.02, Harris County, Texas",9.4979,0.8218,3.42709541,12258,1221,5194,114,4665,259,2761,1087,421,220,21426,3433,1517,490,633,172,3588,723,1257,492,1057,298.2,11136,1290.6,827,330.9,2407,419.8,0,21,403,188.3,507,201,0,21,22.6,7.9,6.5,3.2,21426,3433,20.2,5.7,5.2,1.3,29.3,5.1,10.3,3.8,22.7,6.3,90.8,5.4,7.4,2.9,46.3,8,0,0.8,8.6,4,10.9,4.3,0,0.2,0.7865,0.6284,0.7601,0.8027,2.9777,0.8002,0.0366,0.8805,0.3294,0.9603,2.2068,0.6299,0.9135,0.8246,1.7381,0.9022,0.9347,0,0.8932,0.7474,0,2.5753,0.6111,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,3,2341,692,19.1,5.1,15296,15362.42352,11925168.76
1,88,700,33667.91318,77090,Houston,37130,40406,36889,TEXAS,Harris,"Census Tract 5504.01, Harris County, Texas",10.3639,0.9133,3.85208174,14904,1396,5356,89,4911,205,2656,874,679,265,21344,2720,1792,486,583,146,4798,841,1665,423,878,245.4,13822,1433.3,1984,540.2,1724,275.5,599,139,202,126.2,596,194,7,10,18,6.1,8.7,3.6,21344,2720,21.1,5.2,3.9,0.9,32.2,4.8,11.2,2.7,17.9,4.9,92.7,4.1,14.7,3.8,32.2,5.1,11.2,2.6,4.1,2.6,12.1,3.9,0,0.1,0.6884,0.7868,0.763,0.8175,3.0557,0.8204,0.0213,0.9435,0.3964,0.9036,2.2648,0.6672,0.9262,0.9198,1.846,0.9522,0.8845,0.8046,0.73,0.7783,0,3.1974,0.8543,0,0,0,0,0,0,1,0,1,2,1,1,2,0,0,0,0,0,0,4,4090,824,27.4,4.8,4986,16032.63883,13450401.45
1,88,701,33667.91318,77090,Houston,37130,40406,36889,TEXAS,Harris,"Census Tract 5504.02, Harris County, Texas",8.6957,0.7233,1.82022769,11568,1161,4064,83,3532,191,2155,750,233,119,20507,2154,1106,276,640,212,3307,777,966,396,778,249.1,11300,1174,750,289.1,1367,315.8,0,21,209,147.2,266,141,0,21,18.6,6.3,3.9,2,20507,2154,16.4,3.5,5.5,2,28.6,6.1,8.4,3.8,22,7,97.7,2.6,6.9,2.6,33.6,7.7,0,1,5.9,4.2,7.5,4,0,0.2,0.703,0.3138,0.7909,0.7191,2.5268,0.6743,0.0423,0.8593,0.1924,0.9542,2.0482,0.5208,0.9692,0.8132,1.7824,0.9231,0.8912,0,0.8217,0.6254,0,2.3383,0.5068,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,2247,669,19.4,4.7,5102,15681.38076,6315731.89
1,88,737,33667.91318,77090,Houston,37130,40406,36889,TEXAS,Harris,"Census Tract 5530.02, Harris County, Texas",7.9485,0.6153,1.75790966,4834,511,1838,31,1602,117,540,260,194,155,39554,5635,627,200,806,89,958,245,540,225,202,121.6,3609,567.1,701,261.4,423,129.6,0,13,55,63.3,70,76,0,13,11.3,5.3,7.8,5.9,39554,5635,18.6,5.1,16.7,2.7,19.8,4.6,11.2,4.6,12.6,7.5,74.7,8.7,15.4,5.5,23,7,0,2.1,3.4,3.9,4.4,4.6,0,0.3,0.4701,0.7332,0.2262,0.7698,2.1993,0.5764,0.5877,0.3232,0.3964,0.7629,2.0702,0.5366,0.8241,0.9255,1.7496,0.9078,0.824,0,0.675,0.4304,0,1.9294,0.3309,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,849,364,17.6,6.6,3631,11483.15658,6208190.663
1,88,738,33667.91318,77090,Houston,37130,40406,36889,TEXAS,Harris,"Census Tract 5531, Harris County, Texas",8.8912,0.748,1.3026483,6118,584,2804,95,2359,196,910,495,121,91,32579,7186,353,172,992,223,1430,220,766,301,365,186.8,4273,706.7,215,177.9,699,262.4,32,51,107,122,121,82,27,11,14.9,8,3.9,2.9,32579,7186,9,4.3,16.2,3.3,23.4,2.8,12.6,4.8,15.5,7.8,69.8,9.4,3.6,3,24.9,9.3,1.1,1.8,4.5,5.2,5.1,3.5,0.4,0.2,0.5999,0.3138,0.375,0.4458,1.7345,0.4313,0.5566,0.5832,0.5008,0.8529,2.4935,0.7978,0.7986,0.6979,1.4965,0.7861,0.8393,0.5405,0.7545,0.4848,0.5476,3.1667,0.8448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,423,18.2,6.4,5562,9302.470428,4546877.541
1,88,739,33667.91318,77090,Houston,37130,40406,36889,TEXAS,Harris,"Census Tract 5532, Harris County, Texas",10.3009,0.9082,1.6321879,6452,840,3278,75,2644,235,1252,588,166,130,25726,3696,609,325,788,213,1611,538,895,351,449,202.8,4235,965.5,372,330.8,1240,291.2,48,73,107,99,293,147,135,61,19.8,8.8,4.9,3.8,25726,3696,15.6,7.3,12.2,3.4,25,7.7,14.2,4.9,17,7.5,65.6,12.3,6.1,5.3,37.8,8.8,1.5,2.2,4,3.7,11.1,5.5,2.1,0.9,0.7308,0.4473,0.6034,0.6982,2.4797,0.6604,0.3164,0.6898,0.6093,0.8872,2.5027,0.8021,0.7761,0.7935,1.5696,0.8223,0.9086,0.5741,0.7229,0.7525,0.7908,3.7489,0.9725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,950,346,15,5.2,8849,12508.05983,5752751.518
1,88,740,33667.91318,77090,Houston,37130,40406,36889,TEXAS,Harris,"Census Tract 5533, Harris County, Texas",9.6688,0.8415,0.53508448,6377,705,2826,65,2514,158,1750,669,201,127,16509,2197,352,156,222,76,2137,535,430,179,662,195.6,5648,778.8,411,225.2,1950,318.5,0,19,115,83.2,150,101,87,110,27.8,9.1,6,3.8,16509,2197,11,4.5,3.5,1.3,33.5,7.5,6.8,2.9,26.3,7.6,88.6,7.3,7.5,4,69,11.2,0,1.4,4.6,3.3,6,4.1,1.4,1.7,0.8607,0.578,0.8991,0.5385,2.8763,0.7731,0.0184,0.9615,0.0994,0.9803,2.0596,0.5286,0.8994,0.8266,1.726,0.8965,0.9715,0,0.7604,0.5437,0.7313,3.0069,0.7914,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,1,3,2027,526,32.2,6.9,4878,5426.867225,1869438.028
1,88,741,33667.91318,77090,Houston,37130,40406,36889,TEXAS,Harris,"Census Tract 5534.01, Harris County, Texas",4.1259,0.0783,1.39003129,4206,325,1571,30,1480,72,142,77,136,66,46256,4428,132,56,694,80,933,170,467,100,53,38.3,972,489.5,41,66.1,0,18.4,17,20,0,18.4,16,18,0,13,3.4,1.8,6.2,2.9,46256,4428,4.4,1.8,16.5,2,22.2,3.7,11.1,2.4,3.6,2.6,23.1,11.5,1,1.7,0,1.2,1.1,1.3,0,1.2,1.1,1.2,0,0.3,0.0879,0.5985,0.1433,0.19,1.0197,0.2011,0.5753,0.4945,0.3891,0.1585,1.6174,0.2462,0.4179,0.4326,0.8505,0.4248,0,0.5405,0,0.0978,0,0.6383,0.0327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,127,7.2,3,2419,11942.57791,5016622.964
1,88,744,33667.91318,77090,Houston,37130,40406,36889,TEXAS,Harris,"Census Tract 5535, Harris County, Texas",4.0112,0.0685,1.36853159,6890,409,2535,51,2500,68,151,114,205,107,33321,3265,439,189,1036,176,1582,281,553,196,166,157.2,2610,590.6,0,76,48,61.8,0,19,0,26.9,14,23,0,19,2.2,1.7,5.6,2.9,33321,3265,9.5,4.2,15,2.5,23,3.8,8.1,2.7,6.6,6.3,37.9,8.3,0,1.2,1.9,2.4,0,1.6,0,1.1,0.6,0.9,0,0.3,0.0379,0.5334,0.3559,0.4696,1.3968,0.3218,0.4828,0.554,0.1728,0.3994,1.609,0.2418,0.5846,0,0.5846,0.276,0.3732,0,0,0.0476,0,0.4208,0.0171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,398,17.2,5.9,2465,8849.797738,4770570.617
1,88,745,33667.91318,77090,Houston,37130,40406,36889,TEXAS,Harris,"Census Tract 5536, Harris County, Texas",6.2565,0.3502,1.85795873,8097,511,3083,37,2938,126,442,257,277,162,39756,3939,209,125,728,210,1993,302,554,176,197,135.1,3317,706.6,249,161.1,1000,236.9,19,31,13,29.1,108,88,36,16,5.5,3.2,6.1,3.3,39756,3939,3.9,2.3,9,2.7,24.6,3.4,6.9,2.3,6.7,4.6,41,8.3,3.2,2.1,32.4,7.7,0.6,1,0.4,1,3.7,3,0.4,0.2,0.1942,0.5882,0.2229,0.1601,1.1654,0.2472,0.153,0.6652,0.1037,0.4073,1.3292,0.121,0.6124,0.6736,1.286,0.6775,0.8853,0.4741,0.1999,0.369,0.5476,2.4759,0.5683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,386,11,4.7,4753,11912.25122,6534368.666
